trial_id,global_trial_index,element_trial_hash,measurement_hash,method_id,noise_profile_id,L,profile_id,replicate_id,white_beamspace_snr_target_db,applicable,applicability_status,applicability_uses_registered_scenario_flag,fit_valid,fit_status,raw_vertical_eigenvalues_top6,fbss_eigenvalues_top6,raw_signal_noise_eigengap,fbss_signal_noise_eigengap,vertical_covariance_condition_proxy,fbss_condition_proxy,vertical_hermitian_residual,fbss_hermitian_residual,fb_structure_residual,noise_whitening_residual,sample_eigenvalues_top6,element_music_sample_rank,element_music_rank_threshold,element_music_local_peak_count,element_music_top10_peaks,elevation_fit_valid,elevation_fit_status,elevations_hat_deg,elevation_selection_values,gfbss_candidate_count,gfbss_top10_elevation_peaks,gfbss_selected_elevations,root_polynomial_degree,all_root_count,registered_root_count,top10_registered_root_elevations,root_moduli,root_phases,selected_roots,esprit_shift_matrix_rank,S1_singular_values,esprit_eigenvalue_real,esprit_eigenvalue_imag,esprit_eigenvalue_modulus,esprit_eigenvalue_phase,conditional_az_cml_executed,conditional_az_cml_valid,conditional_az_cml_status,coarse_candidate_count,continuous_start_count,best_coarse_loglik,selected_start,sweep_count,truth_used_in_fit_flag,profile_used_in_fit_flag
MC1_K2_N1_L4_SP18_P3_R05,454,d7963288c7991f11480ac32b7d0b8d5bb7fcb07271ac7bc4aaf113448674cec6,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,WHITE,4,P3,5,18,1,APPLICABLE,0,0,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,[15.737751181899725 1.7116162254070617 1.5855216120941877 1.5332148282684706 1.4747504122779818 1.4435289269586651],[15.232392956528059 1.3145365227038359 1.2869285954279526 1.25939963500953 1.226305619371123 1.2261643525630559],1.0795287887286,1.02145257116359,37.3125969240809,21.5364769119647,0,0,0,0,,0,NaN,0,,0,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,[NaN NaN],[NaN NaN],0,,[NaN NaN],59,60,1,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP18_P3_R05,454,d7963288c7991f11480ac32b7d0b8d5bb7fcb07271ac7bc4aaf113448674cec6,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,WHITE,4,P3,5,18,1,APPLICABLE,0,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[15.737751181899725 1.7116162254070617 1.5855216120941877 1.5332148282684706 1.4747504122779818 1.4435289269586651],[15.232392956528059 1.3145365227038359 1.2869285954279526 1.25939963500953 1.226305619371123 1.2261643525630559],1.0795287887286,1.02145257116359,37.3125969240809,21.5364769119647,0,0,0,0,,0,NaN,0,,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[NaN NaN],[NaN NaN],1,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP22_P3_R05,455,ce58ae87c9f71569d4bd87a9be2254fa194f79f0022ad4ab2907e8215759e584,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_MUSIC_K2,WHITE,4,P3,5,22,1,APPLICABLE,0,0,MUSIC_FEWER_THAN_TWO_PEAKS,[37.746436541922293 1.7119135165557511 1.5852393090501964 1.5326501836566562 1.4744986948944909 1.4436489495074205],[36.596940287546829 1.3136635339429201 1.2880548555942293 1.2590387010187531 1.2262979260266929 1.2253642336899044],1.07990857076428,1.01988166749069,89.6029496465449,51.7637154512358,0,0,0,0,[2910.9512091742208 530.97986984870897 507.6096950953571 500.15206170388547 5.6219325449504379e-12 4.4373643568567482e-12],4,9.45874489843845e-10,1,[NaN NaN],0,MUSIC_FEWER_THAN_TWO_PEAKS,,,0,,,0,0,0,,,,,0,,,,,,0,0,NOT_APPLICABLE,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP22_P3_R05,455,ce58ae87c9f71569d4bd87a9be2254fa194f79f0022ad4ab2907e8215759e584,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,WHITE,4,P3,5,22,1,APPLICABLE,0,0,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,[37.746436541922293 1.7119135165557511 1.5852393090501964 1.5326501836566562 1.4744986948944909 1.4436489495074205],[36.596940287546829 1.3136635339429201 1.2880548555942293 1.2590387010187531 1.2262979260266929 1.2253642336899044],1.07990857076428,1.01988166749069,89.6029496465449,51.7637154512358,0,0,0,0,,0,NaN,0,,0,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],2,,[0.81210927425794732 -0.16245786119111361],[0.58208936918603371 0.22710306545591988],[0.99917441273041241 0.27922814865673368],[0.62188751431814082 2.1917492654036193],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP22_P3_R05,455,ce58ae87c9f71569d4bd87a9be2254fa194f79f0022ad4ab2907e8215759e584,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,WHITE,4,P3,5,22,1,APPLICABLE,0,0,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,[37.746436541922293 1.7119135165557511 1.5852393090501964 1.5326501836566562 1.4744986948944909 1.4436489495074205],[36.596940287546829 1.3136635339429201 1.2880548555942293 1.2590387010187531 1.2262979260266929 1.2253642336899044],1.07990857076428,1.01988166749069,89.6029496465449,51.7637154512358,0,0,0,0,,0,NaN,0,,0,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,[NaN NaN],[NaN NaN],0,,[NaN NaN],59,60,1,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP22_P3_R05,455,ce58ae87c9f71569d4bd87a9be2254fa194f79f0022ad4ab2907e8215759e584,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,WHITE,4,P3,5,22,1,APPLICABLE,0,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[37.746436541922293 1.7119135165557511 1.5852393090501964 1.5326501836566562 1.4744986948944909 1.4436489495074205],[36.596940287546829 1.3136635339429201 1.2880548555942293 1.2590387010187531 1.2262979260266929 1.2253642336899044],1.07990857076428,1.01988166749069,89.6029496465449,51.7637154512358,0,0,0,0,,0,NaN,0,,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[NaN NaN],[NaN NaN],1,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SM6_P3_R06,456,64ecfe164d1f1563634123f79a71e16d10802d04661e920b16d5d7d13fb7bf35,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_MUSIC_K2,WHITE,4,P3,6,-6,1,APPLICABLE,0,0,MUSIC_FEWER_THAN_TWO_PEAKS,[1.7528473976686341 1.6344106646019985 1.5611414377774595 1.4827868609035608 1.4444050914809563 1.381376439948599],[1.3612720826707925 1.3188106909385444 1.2582574943421889 1.2408791780671231 1.2018632855091733 1.1840592278726438],1.04693311256208,1.04812464608289,3.85106644892683,1.89387655461958,0,0,0,0,[543.30463733864599 533.6735613522327 514.73779136926248 481.51519458385212 9.1608051411616871e-13 7.779172852657029e-13],4,2.36468622460961e-10,1,[NaN NaN],0,MUSIC_FEWER_THAN_TWO_PEAKS,,,0,,,0,0,0,,,,,0,,,,,,0,0,NOT_APPLICABLE,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SM6_P3_R06,456,64ecfe164d1f1563634123f79a71e16d10802d04661e920b16d5d7d13fb7bf35,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,WHITE,4,P3,6,-6,1,APPLICABLE,0,0,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,[1.7528473976686341 1.6344106646019985 1.5611414377774595 1.4827868609035608 1.4444050914809563 1.381376439948599],[1.3612720826707925 1.3188106909385444 1.2582574943421889 1.2408791780671231 1.2018632855091733 1.1840592278726438],1.04693311256208,1.04812464608289,3.85106644892683,1.89387655461958,0,0,0,0,,0,NaN,0,,0,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],2,,[-0.17317721053075547 0.39814233954361861],[0.40261565013544653 -0.050808830814534349],[0.43828039881017028 0.40137122446185158],[1.9770043892391183 -0.12692867303284927],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SM6_P3_R06,456,64ecfe164d1f1563634123f79a71e16d10802d04661e920b16d5d7d13fb7bf35,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,WHITE,4,P3,6,-6,1,APPLICABLE,0,0,ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS,[1.7528473976686341 1.6344106646019985 1.5611414377774595 1.4827868609035608 1.4444050914809563 1.381376439948599],[1.3612720826707925 1.3188106909385444 1.2582574943421889 1.2408791780671231 1.2018632855091733 1.1840592278726438],1.04693311256208,1.04812464608289,3.85106644892683,1.89387655461958,0,0,0,0,,0,NaN,0,,0,ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS,[NaN NaN],[NaN NaN],0,,[NaN NaN],59,60,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SM6_P3_R06,456,64ecfe164d1f1563634123f79a71e16d10802d04661e920b16d5d7d13fb7bf35,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,WHITE,4,P3,6,-6,1,APPLICABLE,0,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[1.7528473976686341 1.6344106646019985 1.5611414377774595 1.4827868609035608 1.4444050914809563 1.381376439948599],[1.3612720826707925 1.3188106909385444 1.2582574943421889 1.2408791780671231 1.2018632855091733 1.1840592278726438],1.04693311256208,1.04812464608289,3.85106644892683,1.89387655461958,0,0,0,0,,0,NaN,0,,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[NaN NaN],[NaN NaN],1,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP0_P3_R06,457,6a7d8690f440e721384cf7575bad9c9ad7f7c6605c57e1db78256b7fc0ae93c6,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_MUSIC_K2,WHITE,4,P3,6,0,1,APPLICABLE,0,0,MUSIC_FEWER_THAN_TWO_PEAKS,[1.7703066703149888 1.6429750026715502 1.569105523509811 1.4861696641793822 1.4497080415869321 1.3833749269999569],[1.375708438048159 1.3309012633909247 1.2683141776048465 1.2494756510760834 1.217370514773674 1.1847832692308704],1.0470774451144,1.04934667363277,3.88461583377409,1.91371960793721,0,0,0,0,[544.68444283268684 534.03611988779551 521.747665753212 481.63273731878564 1.0222201746120993e-12 1.0043828106095605e-12],4,2.36468622460961e-10,1,[NaN NaN],0,MUSIC_FEWER_THAN_TWO_PEAKS,,,0,,,0,0,0,,,,,0,,,,,,0,0,NOT_APPLICABLE,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP0_P3_R06,457,6a7d8690f440e721384cf7575bad9c9ad7f7c6605c57e1db78256b7fc0ae93c6,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,WHITE,4,P3,6,0,1,APPLICABLE,0,0,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,[1.7703066703149888 1.6429750026715502 1.569105523509811 1.4861696641793822 1.4497080415869321 1.3833749269999569],[1.375708438048159 1.3309012633909247 1.2683141776048465 1.2494756510760834 1.217370514773674 1.1847832692308704],1.0470774451144,1.04934667363277,3.88461583377409,1.91371960793721,0,0,0,0,,0,NaN,0,,0,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],2,,[-0.070935059910511522 0.59781736703369937],[0.49267866648043662 0.046605992187963671],[0.4977590291792296 0.5996313224264801],[1.7137919883882402 0.077802882521708888],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP0_P3_R06,457,6a7d8690f440e721384cf7575bad9c9ad7f7c6605c57e1db78256b7fc0ae93c6,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,WHITE,4,P3,6,0,1,APPLICABLE,0,0,ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS,[1.7703066703149888 1.6429750026715502 1.569105523509811 1.4861696641793822 1.4497080415869321 1.3833749269999569],[1.375708438048159 1.3309012633909247 1.2683141776048465 1.2494756510760834 1.217370514773674 1.1847832692308704],1.0470774451144,1.04934667363277,3.88461583377409,1.91371960793721,0,0,0,0,,0,NaN,0,,0,ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS,[NaN NaN],[NaN NaN],0,,[NaN NaN],59,60,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP0_P3_R06,457,6a7d8690f440e721384cf7575bad9c9ad7f7c6605c57e1db78256b7fc0ae93c6,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,WHITE,4,P3,6,0,1,APPLICABLE,0,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[1.7703066703149888 1.6429750026715502 1.569105523509811 1.4861696641793822 1.4497080415869321 1.3833749269999569],[1.375708438048159 1.3309012633909247 1.2683141776048465 1.2494756510760834 1.217370514773674 1.1847832692308704],1.0470774451144,1.04934667363277,3.88461583377409,1.91371960793721,0,0,0,0,,0,NaN,0,,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[NaN NaN],[NaN NaN],1,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP6_P3_R06,458,863d4f4568c3590dc05431e7f04bfda5294aa8eda285e166da9a72ad051b13ac,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_MUSIC_K2,WHITE,4,P3,6,6,1,APPLICABLE,0,0,MUSIC_FEWER_THAN_TWO_PEAKS,[2.051782681990983 1.6868802490790245 1.5981600186043414 1.5155459689172111 1.4689454341519699 1.4066013541549707],[1.809364723398923 1.3511402461030542 1.3033715436604383 1.2534188289818033 1.2264343290716275 1.1861433549510159],1.05551398448333,1.03665010385946,4.50145616715816,2.51669259813994,0,0,0,0,[570.54489281676638 537.5890792376407 532.14090127142606 481.82858753857278 1.116527585195922e-12 8.5165031905420909e-13],4,2.36468622460961e-10,1,[NaN NaN],0,MUSIC_FEWER_THAN_TWO_PEAKS,,,0,,,0,0,0,,,,,0,,,,,,0,0,NOT_APPLICABLE,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP6_P3_R06,458,863d4f4568c3590dc05431e7f04bfda5294aa8eda285e166da9a72ad051b13ac,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,WHITE,4,P3,6,6,1,APPLICABLE,0,0,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,[2.051782681990983 1.6868802490790245 1.5981600186043414 1.5155459689172111 1.4689454341519699 1.4066013541549707],[1.809364723398923 1.3511402461030542 1.3033715436604383 1.2534188289818033 1.2264343290716275 1.1861433549510159],1.05551398448333,1.03665010385946,4.50145616715816,2.51669259813994,0,0,0,0,,0,NaN,0,,0,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],2,,[0.80328182117716951 0.0058390889791617119],[0.53753744668694736 0.40810273458374474],[0.9665444587935067 0.40814450496709737],[0.58973827926264499 1.5564894131620712],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP6_P3_R06,458,863d4f4568c3590dc05431e7f04bfda5294aa8eda285e166da9a72ad051b13ac,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,WHITE,4,P3,6,6,1,APPLICABLE,0,0,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,[2.051782681990983 1.6868802490790245 1.5981600186043414 1.5155459689172111 1.4689454341519699 1.4066013541549707],[1.809364723398923 1.3511402461030542 1.3033715436604383 1.2534188289818033 1.2264343290716275 1.1861433549510159],1.05551398448333,1.03665010385946,4.50145616715816,2.51669259813994,0,0,0,0,,0,NaN,0,,0,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,[NaN NaN],[NaN NaN],0,,[NaN NaN],59,60,1,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP6_P3_R06,458,863d4f4568c3590dc05431e7f04bfda5294aa8eda285e166da9a72ad051b13ac,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,WHITE,4,P3,6,6,1,APPLICABLE,0,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[2.051782681990983 1.6868802490790245 1.5981600186043414 1.5155459689172111 1.4689454341519699 1.4066013541549707],[1.809364723398923 1.3511402461030542 1.3033715436604383 1.2534188289818033 1.2264343290716275 1.1861433549510159],1.05551398448333,1.03665010385946,4.50145616715816,2.51669259813994,0,0,0,0,,0,NaN,0,,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[NaN NaN],[NaN NaN],1,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP10_P3_R06,459,34af4a3b5cc3fdd89fb1c0d4aa28aca4c43c8c96cf6842f87a77c996e15b86fc,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_MUSIC_K2,WHITE,4,P3,6,10,1,APPLICABLE,0,0,MUSIC_FEWER_THAN_TWO_PEAKS,[3.2434954372097931 1.7069981545291775 1.6106380413894203 1.5350278740240271 1.4743282655912733 1.4207982484138737],[3.0246331782986111 1.3539032216900169 1.3088261354044106 1.2539738067627009 1.2270591031846647 1.1867835141018246],1.05982729245401,1.03444085128364,7.12136887769418,4.20672066969193,0,0,0,0,[653.06328320026103 538.98315818975163 532.83557585845654 481.97837160546254 1.159280499100806e-12 9.9216959489214616e-13],4,2.36468622460961e-10,1,[NaN NaN],0,MUSIC_FEWER_THAN_TWO_PEAKS,,,0,,,0,0,0,,,,,0,,,,,,0,0,NOT_APPLICABLE,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP10_P3_R06,459,34af4a3b5cc3fdd89fb1c0d4aa28aca4c43c8c96cf6842f87a77c996e15b86fc,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,WHITE,4,P3,6,10,1,APPLICABLE,0,0,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,[3.2434954372097931 1.7069981545291775 1.6106380413894203 1.5350278740240271 1.4743282655912733 1.4207982484138737],[3.0246331782986111 1.3539032216900169 1.3088261354044106 1.2539738067627009 1.2270591031846647 1.1867835141018246],1.05982729245401,1.03444085128364,7.12136887769418,4.20672066969193,0,0,0,0,,0,NaN,0,,0,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],2,,[0.81066069567171961 -0.01792095249770622],[0.5732190443433125 0.40929665173189322],[0.99284985587188201 0.40968879610914882],[0.61547590040217737 1.6145531312148098],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP10_P3_R06,459,34af4a3b5cc3fdd89fb1c0d4aa28aca4c43c8c96cf6842f87a77c996e15b86fc,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,WHITE,4,P3,6,10,1,APPLICABLE,0,0,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,[3.2434954372097931 1.7069981545291775 1.6106380413894203 1.5350278740240271 1.4743282655912733 1.4207982484138737],[3.0246331782986111 1.3539032216900169 1.3088261354044106 1.2539738067627009 1.2270591031846647 1.1867835141018246],1.05982729245401,1.03444085128364,7.12136887769418,4.20672066969193,0,0,0,0,,0,NaN,0,,0,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,[NaN NaN],[NaN NaN],0,,[NaN NaN],59,60,1,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP10_P3_R06,459,34af4a3b5cc3fdd89fb1c0d4aa28aca4c43c8c96cf6842f87a77c996e15b86fc,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,WHITE,4,P3,6,10,1,APPLICABLE,0,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[3.2434954372097931 1.7069981545291775 1.6106380413894203 1.5350278740240271 1.4743282655912733 1.4207982484138737],[3.0246331782986111 1.3539032216900169 1.3088261354044106 1.2539738067627009 1.2270591031846647 1.1867835141018246],1.05982729245401,1.03444085128364,7.12136887769418,4.20672066969193,0,0,0,0,,0,NaN,0,,0,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,[NaN NaN],[NaN NaN],1,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP14_P3_R06,460,ab93020e6fd5e5c3b575529060c08ee743f34ca3abca67e9f6d9029b374cf868,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_MUSIC_K2,WHITE,4,P3,6,14,1,APPLICABLE,0,0,MUSIC_FEWER_THAN_TWO_PEAKS,[6.5580183650162462 1.7130867907221641 1.6148031743437803 1.5423916116133858 1.4762507068930324 1.4252973877617603],[6.2244018994882655 1.3564517988997256 1.3132832873915865 1.2549588468655239 1.2271261424363566 1.1871623550349759],1.06086414613244,1.03287067757778,14.4139873442441,8.65610179645215,0,0,0,0,[870.23972248185271 539.34199613940905 533.08290404274135 482.21905307152514 1.5102454148289536e-12 1.2487566177860909e-12],4,2.36468622460961e-10,1,[NaN NaN],0,MUSIC_FEWER_THAN_TWO_PEAKS,,,0,,,0,0,0,,,,,0,,,,,,0,0,NOT_APPLICABLE,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP14_P3_R06,460,ab93020e6fd5e5c3b575529060c08ee743f34ca3abca67e9f6d9029b374cf868,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,WHITE,4,P3,6,14,1,APPLICABLE,0,0,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,[6.5580183650162462 1.7130867907221641 1.6148031743437803 1.5423916116133858 1.4762507068930324 1.4252973877617603],[6.2244018994882655 1.3564517988997256 1.3132832873915865 1.2549588468655239 1.2271261424363566 1.1871623550349759],1.06086414613244,1.03287067757778,14.4139873442441,8.65610179645215,0,0,0,0,,0,NaN,0,,0,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,[NaN NaN],[NaN NaN],0,,[NaN NaN],0,0,0,,[NaN NaN],,[NaN NaN],2,,[0.81149735311360305 0.016915987650946145],[0.58057890524913214 0.40552126671576672],[0.99779748412724745 0.40587393165485136],[0.62101440294520405 1.5291063154794626],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
MC1_K2_N1_L4_SP14_P3_R06,460,ab93020e6fd5e5c3b575529060c08ee743f34ca3abca67e9f6d9029b374cf868,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,WHITE,4,P3,6,14,1,APPLICABLE,0,0,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,[6.5580183650162462 1.7130867907221641 1.6148031743437803 1.5423916116133858 1.4762507068930324 1.4252973877617603],[6.2244018994882655 1.3564517988997256 1.3132832873915865 1.2549588468655239 1.2271261424363566 1.1871623550349759],1.06086414613244,1.03287067757778,14.4139873442441,8.65610179645215,0,0,0,0,,0,NaN,0,,0,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,[NaN NaN],[NaN NaN],0,,[NaN NaN],59,60,1,,[NaN NaN],,[NaN NaN],0,,[NaN NaN],[0 0],[NaN NaN],[NaN NaN],0,0,NOT_RUN_ELEVATION_INVALID,0,0,NaN,,0,0,0
